"Date","Max.temperature","Min.temperature","Avg.temperature","Norm.temperature","Depart.temperature","DD.heat","DD.cool","Total.equiv.precipitation","Trace.precipitation","Snow.ice.precipitation","Trace.snow.ice.precipitation","Snow.ice.onground","Trace.snow.ice.onground","Avg.wind.speed","Fastest.wind.speed","Fastest.wind.direction","Total.sunshine.minutes","Percent.possible.sunshine.minutes","Sky.cover","weather.occur"
2005-01-01,29,1,15,6,9,50,0,0.51,FALSE,1.9,FALSE,13,FALSE,"70.1",113,"W","0",0,10,"FOG, FOG REDUCING VISIBIBILITY TO 1/4 MILE OR LESS, THUNDER, ICE PELLETS, HAIL, GLAZE OR RIME, BLOWING SNOW"
2005-01-02,30,5,18,6,12,47,0,0.33,FALSE,0.3,FALSE,13,FALSE,"39.5",80,"W","355",65,9,"FOG, FOG REDUCING VISIBIBILITY TO 1/4 MILE OR LESS, ICE PELLETS, GLAZE OR RIME"
2005-01-03,30,16,23,6,17,42,0,0.05,FALSE,0,FALSE,13,FALSE,"58.3",80,"W","0",0,10,"FOG, FOG REDUCING VISIBIBILITY TO 1/4 MILE OR LESS, GLAZE OR RIME"
2005-01-04,20,5,13,6,7,52,0,0.03,FALSE,0.1,FALSE,13,FALSE,"43",69,"W","515",94,4,"FOG, FOG REDUCING VISIBIBILITY TO 1/4 MILE OR LESS, GLAZE OR RIME"
2005-01-05,7,-3,2,6,-4,63,0,0,FALSE,0,FALSE,13,FALSE,"50",70,"W","120",22,9,"FOG, FOG REDUCING VISIBIBILITY TO 1/4 MILE OR LESS, GLAZE OR RIME"
2005-01-06,22,7,15,6,9,50,0,0.5,FALSE,3.2,FALSE,13,FALSE,"29",64,"S","0",0,10,"FOG, FOG REDUCING VISIBIBILITY TO 1/4 MILE OR LESS, GLAZE OR RIME, BLOWING SNOW"
2005-01-07,20,1,11,6,5,54,0,0.2,FALSE,1.3,FALSE,14,FALSE,"52.9",87,"W","150",27,8,"FOG, FOG REDUCING VISIBIBILITY TO 1/4 MILE OR LESS, GLAZE OR RIME, BLOWING SNOW"
2005-01-08,25,12,19,5,14,46,0,0.23,FALSE,3.1,FALSE,14,FALSE,"24.5",42,"NW","0",0,10,"FOG, FOG REDUCING VISIBIBILITY TO 1/4 MILE OR LESS, GLAZE OR RIME"
2005-01-09,22,8,15,5,10,50,0,0,TRUE,0.2,FALSE,15,FALSE,"21.2",47,"SW","525",94,5,"FOG, FOG REDUCING VISIBIBILITY TO 1/4 MILE OR LESS, GLAZE OR RIME, BLOWING SNOW"
2005-01-10,21,2,12,5,7,53,0,0.38,FALSE,2,FALSE,15,FALSE,"55.9",108,"NW","0",0,10,"FOG, FOG REDUCING VISIBIBILITY TO 1/4 MILE OR LESS, GLAZE OR RIME, BLOWING SNOW"
2005-01-11,16,-11,3,5,-2,62,0,0,TRUE,0.2,FALSE,13,FALSE,"50.2",104,"W","425",76,5,"FOG, FOG REDUCING VISIBIBILITY TO 1/4 MILE OR LESS, GLAZE OR RIME, BLOWING SNOW"
2005-01-12,32,14,23,5,18,42,0,0.17,FALSE,1,FALSE,13,FALSE,"23.5",62,"W","0",0,10,"FOG, FOG REDUCING VISIBIBILITY TO 1/4 MILE OR LESS, ICE PELLETS, GLAZE OR RIME"
2005-01-13,41,32,37,5,32,28,0,0,FALSE,0,FALSE,12,FALSE,"55.8",103,"SW","0",0,10,"FOG, FOG REDUCING VISIBIBILITY TO 1/4 MILE OR LESS, GLAZE OR RIME"
2005-01-14,43,-6,19,5,14,46,0,1.64,FALSE,3.3,FALSE,5,FALSE,"64.1",103,"W","0",0,10,"FOG, FOG REDUCING VISIBIBILITY TO 1/4 MILE OR LESS, GLAZE OR RIME, BLOWING SNOW"
2005-01-15,-4,-10,-7,5,-12,72,0,0,TRUE,0.2,FALSE,6,FALSE,"44.7",79,"W","268",47,7,"FOG, FOG REDUCING VISIBIBILITY TO 1/4 MILE OR LESS, GLAZE OR RIME"
2005-01-16,4,-7,-2,5,-7,67,0,0.04,FALSE,1,FALSE,5,FALSE,"19.5",45,"W","0",0,10,"FOG, FOG REDUCING VISIBIBILITY TO 1/4 MILE OR LESS, GLAZE OR RIME"
2005-01-17,-2,-26,-14,5,-19,79,0,0.04,FALSE,0.3,FALSE,6,FALSE,"36",65,"NW","0",0,10,"FOG, FOG REDUCING VISIBIBILITY TO 1/4 MILE OR LESS, GLAZE OR RIME, BLOWING SNOW"
2005-01-18,-3,-29,-16,5,-21,81,0,0,TRUE,0.2,FALSE,5,FALSE,"42.3",71,"NW","456",80,5,"FOG, FOG REDUCING VISIBIBILITY TO 1/4 MILE OR LESS, GLAZE OR RIME"
2005-01-19,0,-8,-4,5,-9,69,0,0,TRUE,0.3,FALSE,5,FALSE,"33.6",74,"S","15",3,10,"FOG, FOG REDUCING VISIBIBILITY TO 1/4 MILE OR LESS, GLAZE OR RIME, BLOWING SNOW"
2005-01-20,-1,-23,-12,5,-17,77,0,0,TRUE,0.1,FALSE,5,FALSE,"45.5",72,"NW","0",0,10,"FOG, FOG REDUCING VISIBIBILITY TO 1/4 MILE OR LESS, GLAZE OR RIME"
2005-01-21,-9,-27,-18,5,-23,83,0,0,FALSE,0,FALSE,5,FALSE,"58.6",79,"NW","577",100,1,"FOG, FOG REDUCING VISIBIBILITY TO 1/4 MILE OR LESS, GLAZE OR RIME"
2005-01-22,3,-10,-4,5,-9,69,0,0.17,FALSE,2.6,FALSE,5,FALSE,"21.2",53,"NW","543",94,8,"FOG, GLAZE OR RIME"
2005-01-23,3,-20,-9,5,-14,74,0,0.04,FALSE,0.7,FALSE,6,FALSE,"43.2",76,"NE","581",100,8,"FOG, FOG REDUCING VISIBIBILITY TO 1/4 MILE OR LESS, GLAZE OR RIME, BLOWING SNOW"
2005-01-24,-3,-14,-9,4,-13,74,0,0.08,FALSE,1,FALSE,6,FALSE,"64.5",89,"NW","494",85,6,"FOG, FOG REDUCING VISIBIBILITY TO 1/4 MILE OR LESS, GLAZE OR RIME, BLOWING SNOW"
2005-01-25,-4,-17,-11,4,-15,76,0,0.06,FALSE,0.6,FALSE,6,FALSE,"53.6",84,"W","430",74,5,"FOG, FOG REDUCING VISIBIBILITY TO 1/4 MILE OR LESS, GLAZE OR RIME, BLOWING SNOW"
2005-01-26,2,-7,-3,5,-8,68,0,0.12,FALSE,1.4,FALSE,6,FALSE,"20.3",43,"W","0",0,10,"FOG, FOG REDUCING VISIBIBILITY TO 1/4 MILE OR LESS, GLAZE OR RIME"
2005-01-27,-5,-13,-9,5,-14,74,0,0,FALSE,0,FALSE,6,FALSE,"30",64,"NW","590",100,0,"NA"
2005-01-28,5,-13,-4,5,-9,69,0,0,FALSE,0,FALSE,5,FALSE,"41.2",70,"N","593",100,1,"FOG"
2005-01-29,18,2,10,5,5,55,0,0,FALSE,0,FALSE,5,FALSE,"42.5",63,"NW","384",65,7,"NA"
2005-01-30,16,4,10,5,5,55,0,0,TRUE,0,TRUE,5,FALSE,"20.8",39,"N","557",93,7,"FOG, FOG REDUCING VISIBIBILITY TO 1/4 MILE OR LESS, GLAZE OR RIME"
2005-01-31,25,10,18,5,13,47,0,0,FALSE,0,FALSE,2,FALSE,"17.4",28,"N","600",100,0,"NA"
2005-02-01,23,14,19,5,14,46,0,0,FALSE,0,FALSE,2,FALSE,"15.9",23,"W","602",100,1,"NA"
2005-02-02,30,17,24,5,19,41,0,0,FALSE,0,FALSE,2,FALSE,"18.6",26,"SW","604",100,2,"NA"
2005-02-03,29,22,26,5,21,39,0,0,FALSE,0,FALSE,2,FALSE,"15.6",28,"SW","365",60,7,"NA"
2005-02-04,33,24,29,5,24,36,0,0,TRUE,0,TRUE,2,FALSE,"11",17,"NE","249",41,8,"FOG, FOG REDUCING VISIBIBILITY TO 1/4 MILE OR LESS, GLAZE OR RIME"
2005-02-05,36,23,30,5,25,35,0,0,FALSE,0,FALSE,2,FALSE,"16.8",28,"N","613",100,1,"NA"
2005-02-06,42,32,37,5,32,28,0,0,FALSE,0,FALSE,2,FALSE,"5",16,"W","615",100,2,"NA"
2005-02-07,37,27,32,5,27,33,0,0,FALSE,0,FALSE,2,FALSE,"22.8",38,"W","289",47,8,"NA"
2005-02-08,35,24,30,5,25,35,0,0.2,FALSE,0.6,FALSE,2,FALSE,"34.6",72,"W","0",0,10,"FOG, FOG REDUCING VISIBIBILITY TO 1/4 MILE OR LESS, GLAZE OR RIME"
2005-02-09,26,18,22,5,17,43,0,0.05,FALSE,0.5,FALSE,3,FALSE,"26.3",60,"NW","0",0,10,"FOG, FOG REDUCING VISIBIBILITY TO 1/4 MILE OR LESS, GLAZE OR RIME"
2005-02-10,19,0,10,6,4,55,0,1.05,FALSE,10.8,FALSE,5,FALSE,"41.4",72,"N","0",0,10,"FOG, FOG REDUCING VISIBIBILITY TO 1/4 MILE OR LESS, GLAZE OR RIME, BLOWING SNOW"
2005-02-11,2,-6,-2,6,-8,67,0,1.35,FALSE,10.1,FALSE,14,FALSE,"76.8",117,"NW","0",0,10,"FOG, FOG REDUCING VISIBIBILITY TO 1/4 MILE OR LESS, GLAZE OR RIME, BLOWING SNOW"
2005-02-12,7,-4,2,6,-4,63,0,0.38,FALSE,4.5,FALSE,7,FALSE,"57.4",101,"NW","0",0,10,"FOG, FOG REDUCING VISIBIBILITY TO 1/4 MILE OR LESS, GLAZE OR RIME, BLOWING SNOW"
2005-02-13,14,-4,5,6,-1,60,0,0.08,FALSE,2.1,FALSE,10,FALSE,"36",61,"NW","387",61,4,"FOG, FOG REDUCING VISIBIBILITY TO 1/4 MILE OR LESS, GLAZE OR RIME, BLOWING SNOW"
2005-02-14,18,9,14,6,8,51,0,0.17,FALSE,1.7,FALSE,10,FALSE,"30.9",74,"S","209",33,9,"FOG, FOG REDUCING VISIBIBILITY TO 1/4 MILE OR LESS, GLAZE OR RIME, BLOWING SNOW"
2005-02-15,27,13,20,6,14,45,0,0.38,FALSE,3.1,FALSE,12,FALSE,"48.6",71,"S","275",43,7,"FOG, FOG REDUCING VISIBIBILITY TO 1/4 MILE OR LESS, GLAZE OR RIME, BLOWING SNOW"
2005-02-16,30,7,19,7,12,46,0,0.79,FALSE,4.2,FALSE,11,FALSE,"37.8",65,"NW","0",0,10,"FOG, FOG REDUCING VISIBIBILITY TO 1/4 MILE OR LESS, GLAZE OR RIME, BLOWING SNOW"
2005-02-17,7,0,4,7,-3,61,0,0,FALSE,0,FALSE,15,FALSE,"29.2",70,"W","647",100,4,"FOG, FOG REDUCING VISIBIBILITY TO 1/4 MILE OR LESS, GLAZE OR RIME, BLOWING SNOW"
2005-02-18,1,-12,-6,7,-13,71,0,0.2,FALSE,4.9,FALSE,15,FALSE,"17.9",42,"NW","50",8,10,"FOG, FOG REDUCING VISIBIBILITY TO 1/4 MILE OR LESS, GLAZE OR RIME"
2005-02-19,-4,-14,-9,7,-16,74,0,0.09,FALSE,0.7,FALSE,16,FALSE,"35.9",71,"W","306",47,7,"FOG, FOG REDUCING VISIBIBILITY TO 1/4 MILE OR LESS, GLAZE OR RIME, BLOWING SNOW"
2005-03-01,14,-3,6,9,-3,59,0,0.31,FALSE,2.7,FALSE,7,FALSE,"34.8",87,"E","0",0,10,"FOG, FOG REDUCING VISIBIBILITY TO 1/4 MILE OR LESS, GLAZE OR RIME, BLOWING SNOW"
2005-03-02,-1,-7,-4,10,-14,65,0,0.73,FALSE,6.4,FALSE,8,FALSE,"53",82,"NW","0",0,10,"FOG, FOG REDUCING VISIBIBILITY TO 1/4 MILE OR LESS, GLAZE OR RIME, BLOWING SNOW"
2005-03-03,-4,-15,-10,10,-20,75,0,0.12,FALSE,0.6,FALSE,9,FALSE,"67.7",90,"NW","40",6,9,"FOG, FOG REDUCING VISIBIBILITY TO 1/4 MILE OR LESS, GLAZE OR RIME, BLOWING SNOW"
2005-03-04,-4,-14,-9,10,-20,74,0,0,FALSE,0,FALSE,9,FALSE,"65.1",86,"NW","0",0,10,"FOG, FOG REDUCING VISIBIBILITY TO 1/4 MILE OR LESS, GLAZE OR RIME, BLOWING SNOW"
2005-03-05,8,-5,2,11,-9,63,0,0.09,FALSE,0.7,FALSE,8,FALSE,"57.9",78,"NW","75",11,8,"FOG, FOG REDUCING VISIBIBILITY TO 1/4 MILE OR LESS, GLAZE OR RIME, BLOWING SNOW"
2005-03-06,12,4,8,11,-3,57,0,0.52,FALSE,4.6,FALSE,8,FALSE,"50.2",82,"W","0",0,10,"FOG, FOG REDUCING VISIBIBILITY TO 1/4 MILE OR LESS, GLAZE OR RIME, BLOWING SNOW"
2005-03-07,28,-2,13,11,2,52,0,0.22,FALSE,2.2,FALSE,10,FALSE,"49.8",95,"NW","64",9,9,"FOG, FOG REDUCING VISIBIBILITY TO 1/4 MILE OR LESS, ICE PELLETS, GLAZE OR RIME, BLOWING SNOW"
2005-03-08,29,-16,7,11,-4,58,0,1.78,FALSE,13.5,FALSE,9,FALSE,"33.2",95,"NW","0",0,10,"FOG, FOG REDUCING VISIBIBILITY TO 1/4 MILE OR LESS, ICE PELLETS, GLAZE OR RIME, BLOWING SNOW"
2005-03-09,-14,-24,-19,12,-31,84,0,1.13,FALSE,4.8,FALSE,13,FALSE,"85.9",117,"NW","0",0,10,"FOG, FOG REDUCING VISIBIBILITY TO 1/4 MILE OR LESS, GLAZE OR RIME, BLOWING SNOW"
2005-03-10,-5,-17,-11,12,-23,76,0,0,FALSE,0,FALSE,12,FALSE,"40.7",69,"W","215",30,8,"FOG, FOG REDUCING VISIBIBILITY TO 1/4 MILE OR LESS, GLAZE OR RIME, BLOWING SNOW"
2005-03-11,7,-8,-1,12,-13,66,0,0.23,FALSE,4.4,FALSE,11,FALSE,"25.3",54,"SE","125",18,9,"FOG, FOG REDUCING VISIBIBILITY TO 1/4 MILE OR LESS, GLAZE OR RIME, BLOWING SNOW"
2005-03-12,14,7,11,13,-2,54,0,0.52,FALSE,5.9,FALSE,14,FALSE,"26.3",55,"SE","0",0,10,"FOG, FOG REDUCING VISIBIBILITY TO 1/4 MILE OR LESS, GLAZE OR RIME, BLOWING SNOW"
2005-03-13,14,3,9,13,-4,56,0,0.39,FALSE,3.3,FALSE,18,FALSE,"25.5",53,"NW","145",20,8,"FOG, FOG REDUCING VISIBIBILITY TO 1/4 MILE OR LESS, GLAZE OR RIME, BLOWING SNOW"
2005-03-14,9,3,6,13,-7,59,0,0.62,FALSE,5.8,FALSE,18,FALSE,"39.3",68,"NW","0",0,10,"FOG, FOG REDUCING VISIBIBILITY TO 1/4 MILE OR LESS, GLAZE OR RIME, BLOWING SNOW"
2005-03-15,17,4,11,13,-2,54,0,0.07,FALSE,0.8,FALSE,17,FALSE,"25.3",47,"NW","30",4,10,"FOG, FOG REDUCING VISIBIBILITY TO 1/4 MILE OR LESS, GLAZE OR RIME, BLOWING SNOW"
2005-03-16,16,2,9,14,-5,56,0,0.03,FALSE,0.9,FALSE,18,FALSE,"27.1",55,"W","0",0,9,"FOG, FOG REDUCING VISIBIBILITY TO 1/4 MILE OR LESS, GLAZE OR RIME, BLOWING SNOW"
2005-03-17,10,-1,5,14,-9,60,0,0,FALSE,0,FALSE,18,FALSE,"31.5",56,"NW","560",68,4,"FOG, FOG REDUCING VISIBIBILITY TO 1/4 MILE OR LESS, GLAZE OR RIME, BLOWING SNOW"
2005-03-18,10,2,6,14,-8,59,0,0.22,FALSE,2.1,FALSE,18,FALSE,"32.2",61,"NW","390",53,7,"FOG, FOG REDUCING VISIBIBILITY TO 1/4 MILE OR LESS, GLAZE OR RIME, BLOWING SNOW"
2005-03-19,11,4,8,14,-6,57,0,0.18,FALSE,1.3,FALSE,20,FALSE,"30.3",61,"NW","657",89,2,"FOG, FOG REDUCING VISIBIBILITY TO 1/4 MILE OR LESS, GLAZE OR RIME, BLOWING SNOW"
2005-03-20,20,9,15,15,0,50,0,0,FALSE,0,FALSE,20,FALSE,"27.6",46,"NW","662",96,4,"FOG, FOG REDUCING VISIBIBILITY TO 1/4 MILE OR LESS, GLAZE OR RIME, BLOWING SNOW"
2005-03-21,19,10,15,15,0,50,0,0,FALSE,0,FALSE,19,FALSE,"15.8",22,"W","743",100,6,"NA"
2005-03-22,18,8,13,15,-2,52,0,0,FALSE,0,FALSE,16,FALSE,"31.6",45,"NW","747",100,2,"FOG, FOG REDUCING VISIBIBILITY TO 1/4 MILE OR LESS, GLAZE OR RIME, BLOWING SNOW"
2005-03-23,20,3,12,16,-4,53,0,0.22,FALSE,1.7,FALSE,11,FALSE,"31.2",76,"NW","370",49,7,"FOG, FOG REDUCING VISIBIBILITY TO 1/4 MILE OR LESS, GLAZE OR RIME, BLOWING SNOW"
2005-03-24,21,10,16,16,0,49,0,0,FALSE,0,FALSE,10,FALSE,"18.6",34,"W","348",46,7,"NA"
2005-03-25,17,5,11,16,-5,54,0,0.2,FALSE,1.6,FALSE,10,FALSE,"45.8",74,"W","154",20,7,"FOG, FOG REDUCING VISIBIBILITY TO 1/4 MILE OR LESS, GLAZE OR RIME, BLOWING SNOW"
2005-03-26,17,7,12,16,-4,53,0,0,FALSE,0,FALSE,10,FALSE,"18.9",33,"W","758",100,0,"NA"
2005-03-27,26,14,20,17,3,45,0,0,FALSE,0,FALSE,9,FALSE,"17.1",28,"W","762",100,2,"NA"
2005-03-28,40,20,30,17,13,35,0,0.83,FALSE,2.6,FALSE,9,FALSE,"23.5",54,"S","0",0,10,"FOG, FOG REDUCING VISIBIBILITY TO 1/4 MILE OR LESS, ICE PELLETS, GLAZE OR RIME, BLOWING SNOW"
2005-03-29,41,25,33,17,16,32,0,0,TRUE,0,FALSE,8,FALSE,"31",60,"N","279",36,8,"FOG, FOG REDUCING VISIBIBILITY TO 1/4 MILE OR LESS"
2005-03-30,37,25,31,17,14,34,0,0,FALSE,0,FALSE,7,FALSE,"24.6",49,"NE","760",99,3,"NA"
2005-03-31,38,23,31,18,13,34,0,0,FALSE,0,FALSE,7,FALSE,"17.3",45,"S","585",76,5,"NA"
2005-04-01,32,20,26,18,8,39,0,0.01,FALSE,0.2,FALSE,7,FALSE,"26.5",42,"S","0",0,10,"FOG, FOG REDUCING VISIBIBILITY TO 1/4 MILE OR LESS, ICE PELLETS, GLAZE OR RIME"
2005-04-02,35,21,28,18,10,37,0,0.96,FALSE,1,FALSE,7,FALSE,"41.5",93,"SE","0",0,10,"FOG, FOG REDUCING VISIBIBILITY TO 1/4 MILE OR LESS, ICE PELLETS, GLAZE OR RIME, BLOWING SNOW"
2005-04-03,35,18,27,19,8,38,0,1.98,FALSE,4.6,FALSE,5,FALSE,"49.8",95,"SE","0",0,10,"FOG, FOG REDUCING VISIBIBILITY TO 1/4 MILE OR LESS, ICE PELLETS, GLAZE OR RIME, BLOWING SNOW"
2005-04-04,25,17,21,19,2,44,0,0.14,FALSE,1.4,FALSE,8,FALSE,"30.2",65,"W","0",0,10,"FOG, FOG REDUCING VISIBIBILITY TO 1/4 MILE OR LESS, GLAZE OR RIME, BLOWING SNOW"
2005-04-05,25,13,19,19,0,46,0,0.01,FALSE,0.3,FALSE,9,FALSE,"46.3",89,"NW","200",25,8,"FOG, FOG REDUCING VISIBIBILITY TO 1/4 MILE OR LESS, GLAZE OR RIME, BLOWING SNOW"
2005-04-06,35,20,28,19,9,37,0,0,TRUE,0,TRUE,10,FALSE,"24.8",46,"NW","535",68,7,"FOG, FOG REDUCING VISIBIBILITY TO 1/4 MILE OR LESS, GLAZE OR RIME"
2005-04-07,41,24,33,20,13,32,0,0.1,FALSE,0,TRUE,10,FALSE,"35.1",66,"W","40",5,10,"FOG, FOG REDUCING VISIBIBILITY TO 1/4 MILE OR LESS, ICE PELLETS, GLAZE OR RIME"
2005-04-08,25,16,21,20,1,44,0,0,TRUE,0,TRUE,9,FALSE,"35.4",52,"NW","380",48,8,"FOG, FOG REDUCING VISIBIBILITY TO 1/4 MILE OR LESS, GLAZE OR RIME"
2005-04-09,28,14,21,20,1,44,0,0,TRUE,0,TRUE,9,FALSE,"29.2",57,"NW","773",96,3,"FOG, FOG REDUCING VISIBIBILITY TO 1/4 MILE OR LESS, GLAZE OR RIME"
2005-04-10,30,10,20,21,-1,45,0,0,FALSE,0,FALSE,9,FALSE,"33.8",60,"NW","804",100,2,"NA"
2005-04-11,12,4,8,21,-13,57,0,0,TRUE,0,TRUE,9,FALSE,"23.6",48,"N","525",65,5,"FOG, FOG REDUCING VISIBIBILITY TO 1/4 MILE OR LESS, GLAZE OR RIME"
2005-04-12,13,4,9,21,-12,56,0,0.36,FALSE,4.7,FALSE,9,FALSE,"38.6",74,"N","0",0,10,"FOG, FOG REDUCING VISIBIBILITY TO 1/4 MILE OR LESS, GLAZE OR RIME, BLOWING SNOW"
2005-04-13,21,9,15,22,-7,50,0,0.04,FALSE,0.7,FALSE,11,FALSE,"31.3",78,"N","330",41,8,"FOG, FOG REDUCING VISIBIBILITY TO 1/4 MILE OR LESS, GLAZE OR RIME, BLOWING SNOW"
2005-04-14,28,14,21,22,-1,44,0,0,FALSE,0,FALSE,10,FALSE,"27.2",46,"N","802",98,6,"NA"
2005-04-15,29,13,21,22,-1,44,0,0,FALSE,0,FALSE,10,FALSE,"18.2",34,"E","819",100,0,"NA"
2005-04-16,38,26,32,23,9,33,0,0,FALSE,0,FALSE,9,FALSE,"12.8",27,"NW","821",100,5,"NA"
2005-04-17,40,29,35,23,12,30,0,0,FALSE,0,FALSE,9,FALSE,"31.3",61,"NW","776",94,5,"NA"
2005-04-18,32,24,28,24,4,37,0,0,FALSE,0,FALSE,7,FALSE,"37.6",60,"N","829",100,7,"NA"
2005-04-19,44,29,37,24,13,28,0,0,FALSE,0,FALSE,6,FALSE,"35.7",64,"W","731",88,6,"NA"
2005-04-20,47,29,38,24,14,27,0,0.68,FALSE,0,TRUE,5,FALSE,"34.9",64,"W","55",7,10,"FOG, FOG REDUCING VISIBIBILITY TO 1/4 MILE OR LESS, ICE PELLETS, GLAZE OR RIME"
2005-04-21,29,12,21,25,-4,44,0,0,TRUE,0,TRUE,3,FALSE,"35.6",69,"NW","838",100,1,"FOG, FOG REDUCING VISIBIBILITY TO 1/4 MILE OR LESS, ICE PELLETS"
2005-04-22,35,14,25,25,0,40,0,0,TRUE,0,TRUE,3,FALSE,"18.1",35,"NW","513",61,7,"FOG, FOG REDUCING VISIBIBILITY TO 1/4 MILE OR LESS, GLAZE OR RIME"
2005-04-23,39,23,31,26,5,34,0,1.11,FALSE,1.5,FALSE,4,FALSE,"40.4",72,"SE","0",0,10,"FOG, FOG REDUCING VISIBIBILITY TO 1/4 MILE OR LESS, ICE PELLETS, GLAZE OR RIME"
2005-04-24,37,23,30,26,4,35,0,2.63,FALSE,0,FALSE,2,FALSE,"53.2",94,"SE","35",4,10,"FOG, FOG REDUCING VISIBIBILITY TO 1/4 MILE OR LESS, GLAZE OR RIME"
2005-04-25,28,18,23,27,-4,42,0,0.26,FALSE,3.7,FALSE,3,FALSE,"22.9",41,"W","0",0,10,"FOG, FOG REDUCING VISIBIBILITY TO 1/4 MILE OR LESS, GLAZE OR RIME, BLOWING SNOW"
2005-04-26,37,19,28,27,1,37,0,0.01,FALSE,0.1,FALSE,4,FALSE,"28.2",54,"W","370",43,8,"FOG, FOG REDUCING VISIBIBILITY TO 1/4 MILE OR LESS, GLAZE OR RIME, BLOWING SNOW"
2005-04-27,35,26,31,27,4,34,0,0.96,FALSE,1,FALSE,3,FALSE,"47.3",79,"S","0",0,10,"FOG, FOG REDUCING VISIBIBILITY TO 1/4 MILE OR LESS, ICE PELLETS, GLAZE OR RIME"
2005-04-28,35,22,29,28,1,36,0,0.85,FALSE,4.1,FALSE,4,FALSE,"23.4",48,"NW","0",0,10,"FOG, FOG REDUCING VISIBIBILITY TO 1/4 MILE OR LESS, ICE PELLETS, GLAZE OR RIME"
2005-04-29,27,18,23,28,-5,42,0,0,FALSE,0,FALSE,6,FALSE,"36.7",61,"W","75",9,9,"FOG, FOG REDUCING VISIBIBILITY TO 1/4 MILE OR LESS, GLAZE OR RIME"
2005-04-30,39,25,32,29,3,33,0,0.49,FALSE,0,TRUE,6,FALSE,"26.3",46,"SE","50",6,10,"FOG, FOG REDUCING VISIBIBILITY TO 1/4 MILE OR LESS, GLAZE OR RIME"
2005-05-01,36,19,28,30,-2,37,0,0.02,FALSE,0.2,FALSE,3,FALSE,"31",57,"NW","5",1,10,"FOG, FOG REDUCING VISIBIBILITY TO 1/4 MILE OR LESS, GLAZE OR RIME"
2005-05-02,29,17,23,30,-7,42,0,0.47,FALSE,4,FALSE,3,FALSE,"26.6",47,"W","120",14,9,"FOG, FOG REDUCING VISIBIBILITY TO 1/4 MILE OR LESS, GLAZE OR RIME"
2005-05-03,24,17,21,30,-9,44,0,0.07,FALSE,0.4,FALSE,6,FALSE,"23.3",36,"W","43",5,10,"FOG, FOG REDUCING VISIBIBILITY TO 1/4 MILE OR LESS, GLAZE OR RIME, BLOWING SNOW"
2005-05-04,25,17,21,31,-10,44,0,0.04,FALSE,0.4,FALSE,6,FALSE,"17.5",33,"NW","250",29,9,"FOG, FOG REDUCING VISIBIBILITY TO 1/4 MILE OR LESS, GLAZE OR RIME"
2005-05-05,34,18,26,31,-5,39,0,0.01,FALSE,0.2,FALSE,6,FALSE,"9.8",30,"N","435",50,8,"FOG, FOG REDUCING VISIBIBILITY TO 1/4 MILE OR LESS, GLAZE OR RIME"
2005-05-06,31,22,27,32,-5,38,0,0,FALSE,0,FALSE,5,FALSE,"14.8",28,"SE","620",71,10,"FOG, FOG REDUCING VISIBIBILITY TO 1/4 MILE OR LESS, GLAZE OR RIME"
2005-05-07,23,20,22,32,-10,43,0,0.45,FALSE,4.9,FALSE,5,FALSE,"35.8",65,"NE","0",0,10,"FOG, FOG REDUCING VISIBIBILITY TO 1/4 MILE OR LESS, GLAZE OR RIME, BLOWING SNOW"
2005-05-08,38,20,29,32,-3,36,0,0.02,FALSE,0.2,FALSE,7,FALSE,"38.3",57,"NE","10",1,10,"FOG, FOG REDUCING VISIBIBILITY TO 1/4 MILE OR LESS, GLAZE OR RIME, BLOWING SNOW"
2005-05-09,46,34,40,33,7,25,0,0,FALSE,0,FALSE,5,FALSE,"16.6",35,"NE","509",58,8,"FOG, FOG REDUCING VISIBIBILITY TO 1/4 MILE OR LESS"
2005-05-10,52,39,46,33,13,19,0,0,FALSE,0,FALSE,2,FALSE,"9.4",15,"W","887",100,5,"NA"
2005-05-11,54,38,46,34,12,19,0,0.43,FALSE,0,TRUE,1,FALSE,"21.6",47,"W","318",36,9,"FOG, FOG REDUCING VISIBIBILITY TO 1/4 MILE OR LESS, THUNDER, HAIL"
2005-05-12,38,11,25,34,-9,40,0,0,TRUE,0,FALSE,0,FALSE,"41.7",67,"NW","593",66,5,"FOG, FOG REDUCING VISIBIBILITY TO 1/4 MILE OR LESS, GLAZE OR RIME"
2005-05-13,33,9,21,35,-14,44,0,0,FALSE,0,FALSE,0,FALSE,"38.2",60,"NW","870",97,3,"NA"
2005-05-14,46,29,38,35,3,27,0,0.01,FALSE,0,FALSE,0,FALSE,"22.1",30,"W","20",2,10,"FOG, FOG REDUCING VISIBIBILITY TO 1/4 MILE OR LESS, GLAZE OR RIME"
2005-05-15,46,36,41,35,6,24,0,1.07,FALSE,0,FALSE,0,FALSE,"17",36,"SW","0",0,10,"FOG, FOG REDUCING VISIBIBILITY TO 1/4 MILE OR LESS"
2005-05-16,40,28,34,36,-2,31,0,0.1,FALSE,0.5,FALSE,0,FALSE,"14.5",28,"W","15",2,10,"FOG, FOG REDUCING VISIBIBILITY TO 1/4 MILE OR LESS, GLAZE OR RIME"
2005-05-17,31,25,28,36,-8,37,0,0,TRUE,0,TRUE,0,FALSE,"11.3",23,"W","0",0,10,"FOG, FOG REDUCING VISIBIBILITY TO 1/4 MILE OR LESS, GLAZE OR RIME"
